,Unnamed: 0.1,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,valence_bin,energy_bin,danceability_bin
3901,7122,7122,72829,6FethwCHTTuUQG8ooIEwa6,Get Scared,Cheap Tricks and Theatrics B-Sides,We Wont Give Up,25,240249,False,0.39,0.708,0,-8.577,0,0.0357,0.0062,0.0,0.106,0.258,77.482,4,metalcore,0,2,1
974,1991,1991,14697,1C3myqXSGq5ulhe1eqGsiB,Sweet Little Band,Bob Marley For Babies,Jamming,31,161172,False,0.834,0.279,11,-15.856,0,0.0434,0.748,0.628,0.087,0.57,123.565,4,children,1,0,2
2976,5543,5543,51499,50a2d6g5kpr3wt98Jw2Tns,Jack Harlow,Trending Pop,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,0,1,2
110,209,209,234,1U1GtaJeYwGsPgqV9Me5bb,Ray LaMontagne,Trouble,Hold You in My Arms,62,306200,False,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,3,acoustic,1,0,1
1508,2897,2897,20705,47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,Millennium,I Want It That Way,81,213306,False,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,4,dance,1,2,2
4207,7750,7750,82741,19xmhGDOerikf4Wl5LrstY,Smoking Popes,Destination Failure,Pretty Pathetic,21,248066,False,0.663,0.796,11,-5.922,1,0.0384,0.038,7.54e-05,0.112,0.758,123.951,4,power-pop,2,2,2
5374,9960,9960,102495,27HnK724hIqv0Td5jT33T0,Amy Macdonald,All I Want For Christmas Is You,This Christmas Day,0,218798,False,0.248,0.572,10,-6.827,1,0.0429,0.278,0.0,0.139,0.228,205.458,3,songwriter,0,1,0
1854,3498,3498,30894,1XqIxigWCw3zeJH7AjqI9p,twocolors,Autumn Vibes 2022,Lovefool,0,190733,False,0.693,0.767,6,-6.822,1,0.0544,0.0255,4.5e-06,0.158,0.204,123.014,4,edm,0,2,2
4764,8797,8797,91031,66X1ngv1jd8ll1qj6A6BJq,OneRepublic,Christmas Dinner 2022,Christmas Without You,0,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock,1,2,0
2442,4589,4589,43867,53xXTqz8QfadLsXbs411si,Lamb of God,Lamb of God,Resurrection Man,43,299557,False,0.337,0.977,7,-4.004,1,0.145,1.74e-05,0.528,0.0934,0.108,130.113,4,groove,0,2,1
5740,10568,10568,107234,6c9nkeetGbsoXa7d5E1wHa,a-ha,"East of the Sun, West of the Moon",Crying in the Rain,63,260226,False,0.394,0.547,2,-9.276,1,0.0383,0.436,0.000111,0.344,0.151,181.74,4,synth-pop,0,1,1
4029,7434,7434,75362,0HbegF4OozCZaMX99nRlNk,Stive Morgan,Earth Breath,Ice and Fire,45,454296,False,0.561,0.711,5,-11.111,0,0.0326,0.29,0.73,0.165,0.216,111.991,4,new-age,0,2,1
5675,10474,10474,107495,2eOlbrXFgK0OKwVwMeNp4o,Level 42,Classic,Leaving Me Now - Extended Version,29,300333,False,0.687,0.581,5,-10.885,1,0.0274,0.208,0.000112,0.0744,0.45,82.964,4,synth-pop,1,1,2
4055,7535,7535,76778,6VqZr4MJTX62l3jiyUQIdW,Josh Groban,A Collection,To Where You Are,20,233893,False,0.286,0.322,5,-9.288,1,0.0317,0.651,0.000335,0.0994,0.109,124.96,4,opera,0,0,0
5249,9661,9661,99783,3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,80,183306,False,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4,singer-songwriter,2,1,1
2906,5359,5359,48423,4570R2Jthx2P93Y1nIYA6w,Pennywise,From The Ashes,Something to Change,34,161573,False,0.282,0.927,7,-4.421,1,0.0706,0.000485,1.31e-06,0.188,0.83,158.479,4,hardcore,2,2,0
4102,7608,7608,81451,2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa;Charlie Puth,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),82,229525,False,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,4,pop,0,1,2
4046,7512,7512,76975,18qLxh3A6CzajYMDQXWYlO,Katherine Jenkins,Home Sweet Home,"Dreaming of the Days (Vocal Version of Einaudi’s ""I Giorni"")",18,260940,False,0.303,0.252,11,-13.07,1,0.0366,0.883,1.28e-05,0.114,0.128,127.113,3,opera,0,0,0
2187,3996,3996,38974,6LOBCrIpUtcw54KXHWCY70,The Hives,Blood Red Moon,Blood Red Moon,29,271546,False,0.579,0.642,9,-8.01,0,0.0302,0.58,0.000191,0.155,0.428,126.341,4,garage,1,1,1
1734,3254,3254,25144,550FeVqX2mcfBgriJPJRzz,The Supremes,Best Christmas Songs 2022,My Favorite Things - Stereo,0,165586,False,0.236,0.555,0,-7.383,1,0.031,0.0392,0.0,0.213,0.325,80.718,3,disco,0,1,0
5191,9580,9580,99635,5W1UtLcQLQOFZDpDeNn8Gi,Lyn Lapid,The Outsider,The Outsider,60,180604,False,0.62,0.537,11,-6.462,1,0.0263,0.163,0.0,0.13,0.41,92.998,4,singer-songwriter,1,1,1
4237,7805,7805,82668,6JSQu4eO5a81ZUNDUmMVUN,Tsunami Bomb,Trust No One,Mushy Love Song,22,145186,False,0.295,0.841,2,-6.161,1,0.0414,3.98e-05,0.0301,0.0586,0.676,152.145,4,power-pop,2,2,0
5394,9990,9990,102946,2yNGARwYc253fKGIy0CoyO,The Wailin' Jennys,40 Days,Old Man,44,191360,False,0.699,0.138,10,-13.479,1,0.0318,0.864,8.79e-06,0.116,0.287,80.505,4,songwriter,0,0,2
3801,6994,6994,71580,1QTQ3VNzabl4yF5GJE6hhK,Three Days Grace,EXPLOSIONS,So Called Life,70,206640,True,0.505,0.909,2,-4.316,1,0.0622,0.000179,0.0,0.0922,0.457,160.051,4,metal,1,2,1
2077,3828,3828,34300,4JE6agBLHGA5TaF6FlqfBD,Matt Maltese,As the World Caves In,As the World Caves In,73,218754,False,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,4,folk,0,1,1
2978,5545,5545,51059,3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,17,Everybody Dies In Their Nightmares,85,95466,True,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4,hip-hop,2,1,2
4281,7895,7895,82576,07rvgUG4SAHVRLFiEwYHtI,Shannon & The Clams,I Wanna Go Home,You Can Come Over,23,146786,False,0.374,0.712,4,-5.144,0,0.0447,0.0821,0.1,0.111,0.764,82.758,4,power-pop,2,2,1
1397,2762,2762,20237,6SXhWBnbPTfUrDchx4wBGI,Katy Perry,Beste Weihnachtslieder,Cozy Little Christmas,0,182520,False,0.775,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,4,dance,1,1,2
905,1753,1753,11238,55edeqAk47nZfiAHz2KcLX,Soul II Soul;Caron Wheeler,80s Bangers Vol. 2,Back To Life,0,228266,False,0.817,0.484,7,-11.659,1,0.143,0.0515,0.000213,0.0391,0.671,100.978,4,british,2,1,2
4870,8989,8989,90234,1pWnxqaHgd6Ql3zhcVATWd,The Coasters,R'n'B Studying,Shoppin' for Clothes,0,178880,False,0.613,0.229,7,-14.887,0,0.353,0.683,0.0,0.197,0.578,85.854,4,rock-n-roll,1,0,1
3137,5965,5965,53893,10vntsDhfvE8NtalR8k1Bm,Surf Mesa;Emilee,Artsy & Colourful,ily (i love you baby),0,181071,False,0.667,0.799,11,-7.318,0,0.0812,0.0589,0.0119,0.362,0.288,112.054,4,house,0,2,2
5797,10651,10651,113260,3pZVH0mPC6fxtmjOT0i9t5,Kari Jobe,Kari Jobe,Revelation Song,53,361386,False,0.276,0.263,7,-7.859,1,0.0372,0.609,0.0,0.0802,0.0997,124.404,4,world-music,0,0,0
4024,7381,7381,75721,0aDcub93Km4sdXWsgo6zB1,Ann Sweeten,Tapestries of Time,Afterglow,21,247933,False,0.38,0.107,9,-20.348,1,0.0342,0.939,0.948,0.109,0.228,63.386,3,new-age,0,0,1
4750,8777,8777,91078,79iAblD2XBkWbXnY8KeHLS,OneRepublic,Weihnachten Musik,Christmas Without You,0,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock,1,2,0
5775,10616,10616,113542,0NogxGvvVUZSoutdffhBTF,Hillsong Worship;Chris Davenport,Team Night,Secret Place / Goodness of God - Live at Team Night,44,546300,False,0.282,0.393,0,-10.0,1,0.0324,0.0333,0.0,0.102,0.106,129.891,4,world-music,0,1,0
5323,9884,9884,102549,5LNymP5gA4eiqi1Rt0tMQp,Damien Rice,Feeling Good - Adult Pop Favorites,The Blower's Daughter,0,286653,False,0.343,0.2,4,-13.569,1,0.0324,0.134,0.000161,0.341,0.074,133.054,4,songwriter,0,0,1
2181,3978,3978,38859,3OtId2P71K4wGAAJk8QCIR,Royal Blood,Honeybrains,Honeybrains,58,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3,garage,1,2,1
1243,2555,2555,19495,0EzEP3y1Q5XTFk4P2SZ60t,Upchurch,Creeker,Rattlin Chains,51,151307,True,0.244,0.754,10,-6.082,1,0.0646,0.0726,0.0,0.236,0.45,169.899,4,country,1,2,0
702,1298,1298,8495,6zqyqb7kcEFxUZSZtPLFBx,Anderson East,Human - Best Adult Pop Tunes,This Too Shall Last,0,222400,False,0.504,0.49,4,-8.553,1,0.0279,0.323,0.807,0.0873,0.68,148.884,4,blues,2,1,1
1050,2177,2177,15494,4zCP9shp3aiL68yGQ8v8DE,Alrahim Wright III,Before The Big Picture,I Am So Sad... I am So Very Very Sad,58,111560,True,0.779,0.448,0,-12.089,0,0.333,0.0497,0.0,0.114,0.167,122.062,4,chill,0,1,2
4830,8883,8883,91705,0cDpu1Mgg9AihEDrzMw25L,Jaymes Young,The State of Pop,Infinity,0,237720,False,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,4,rock,1,2,2
1135,2335,2335,17892,4uSYnxjz5AQlCGelseiFFV,The Magnetic Fields,Holiday,In My Car,18,176986,False,0.376,0.554,5,-11.649,0,0.0313,0.317,0.856,0.427,0.677,126.672,4,club,2,1,1
1620,3092,3092,22478,0IVdlBreRkZn0ftoUwB0T6,Cradle Of Filth,Midian,Her Ghost in the Fog,48,384813,False,0.379,0.996,2,-3.023,0,0.285,0.00457,9.26e-06,0.0981,0.0386,128.049,4,death-metal,0,2,1
5545,10198,10198,103286,2UCFUK8rCxcx7WLvwU2Y0e,The Temptations,Soulful Christmas,My Christmas Tree,0,198786,False,0.395,0.468,0,-8.723,1,0.0294,0.511,0.0,0.0699,0.375,167.308,4,soul,1,1,1
384,563,563,3449,2VSN91ig6Mw7YvZyd9zda9,No Doubt,Alternative Christmas 2022,Oi To The World,0,160586,False,0.505,0.939,9,-4.165,1,0.0415,0.00281,0.0232,0.0516,0.963,177.68,4,alternative,2,2,1
5897,10803,10803,113774,4EQYur0tRZpHbQJxgCRy4Q,Michael W. Smith,Worship,"More Love, More Power - Live",39,310293,False,0.226,0.275,7,-13.02,0,0.0302,0.74,9.42e-05,0.344,0.151,142.075,4,world-music,0,0,0
3856,7063,7063,72826,6gq5YInoFxEUT13bzu9DyC,Lamb of God,Lamb of God (Deluxe Version),Ghost Shaped People,44,245948,True,0.235,0.988,2,-3.291,1,0.17,1.93e-05,0.814,0.158,0.194,171.599,4,metalcore,0,2,0
5377,9965,9965,102708,1ydKLmtx7LYnDe1udTu96w,Hayd,Suffocate,Suffocate,58,241967,False,0.653,0.0584,4,-21.98,1,0.0442,0.847,0.000361,0.175,0.163,122.057,4,songwriter,0,0,1
3051,5747,5747,52029,05qxVI0FGM6OiestYxA8Wn,George Jones,Mr. Country and Western,White Lightnin',26,166368,False,0.603,0.717,8,-12.338,1,0.0622,0.685,1.59e-05,0.105,0.943,149.092,4,honky-tonk,2,2,1
5023,9315,9315,94868,7xadtLXXW3UvC3jA8V34Qv,Rxseboy,i really miss you,i really miss you,47,142225,True,0.859,0.297,0,-13.967,0,0.11,0.386,1.17e-05,0.144,0.174,108.542,4,sad,0,0,2
450,693,693,4286,2soQW3y7DwZIPH4fS5av1W,Bethel Music;We The Kingdom,Peace,Dancing on the Waves,55,376093,False,0.318,0.209,2,-10.664,1,0.0295,0.934,0.0,0.0946,0.365,90.336,3,ambient,1,0,0
1559,2970,2970,22534,4ToRjW6d1RCptxXmdtl28a,Winds of Plague,Against the World,Drop the Match,22,214720,False,0.215,0.894,6,-5.774,0,0.125,3.63e-05,0.0713,0.276,0.35,199.794,4,death-metal,1,2,0
4445,8225,8225,84914,1e1IiUItCGhp8LvU8aZ213,Stoned Jesus,Seven Thunders Roar,I'm the Mountain,46,961942,False,0.395,0.396,8,-11.641,1,0.0281,0.0102,0.161,0.126,0.0656,136.391,4,psych-rock,0,1,1
1031,2144,2144,15644,2uvhnyOva91fFtQD4oXmhs,Yusei,Homesick for a Place That Doesn't Exist and Never Will,Hopeless Romantic,54,256127,False,0.696,0.476,5,-8.244,1,0.12,0.859,0.813,0.323,0.424,170.062,4,chill,1,1,2
5424,10033,10033,102238,1holHGo4s2UG0p7tyGImFc,Anson Seabra,Pop Christmas 2022,Christmas Got Colder,0,129610,False,0.585,0.274,5,-9.831,1,0.0717,0.791,0.0,0.109,0.471,81.37,5,songwriter,1,0,1
1908,3578,3578,33411,1TvNcWY7WwPLQINhimxycA,Jimmy Eat World,Bleed American,Hear You Me,64,284373,False,0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,3,emo,0,1,1
1494,2881,2881,20903,1dNIEtp7AY3oDAKCGg2XkH,The Chainsmokers;Coldplay,Something Just Like This,Something Just Like This,75,247626,False,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4,dance,1,1,1
700,1295,1295,8029,07uPklAHdtkXATBcS9FvtS,Otis Redding,Christmas Music - Holiday Hits,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,2,0,2
3072,5856,5856,52773,0axGHysbPl9M9KU6YS8ZET,George Jones,All-Time Greatest Hits Vol. 1,White Lightnin',11,155000,False,0.652,0.605,5,-14.632,0,0.0728,0.231,0.000327,0.119,0.588,141.765,4,honky-tonk,1,1,1
515,888,888,6896,28TbVu2FO5BuiY2ZszGiLm,Morbid Angel,Formulas Fatal to the Flesh,Covenant of Death,17,368000,False,0.287,0.963,1,-7.56,1,0.11,0.000112,0.56,0.363,0.22,100.586,4,black-metal,0,2,0
1253,2568,2568,19344,0bvt5MK16LmsCqDhVegw3f,Kenny Rogers;Kim Carnes,Best 70s Rock Tunes,Don't Fall In Love With A Dreamer,0,220400,False,0.528,0.391,9,-9.39,1,0.0253,0.0333,0.0,0.115,0.201,80.31,4,country,0,1,1
5115,9462,9462,98925,46hyyzAIVm7PZCgNY4jJFF,Michael Ball;Alfie Boe,Together,Wonderful World / Over The Rainbow,20,241120,False,0.178,0.19,11,-18.259,1,0.0433,0.808,0.024,0.135,0.158,81.711,4,show-tunes,0,0,0
1894,3558,3558,30274,30WZViwU19Gq6aKQ1QBpeB,Topic;Bebe Rexha,pov: it's 2021,Chain My Heart,0,146880,False,0.663,0.849,11,-4.462,0,0.0334,0.0791,1.2e-06,0.192,0.722,123.992,4,edm,2,2,2
204,352,352,2655,50f6Sc85lbQgEaOfQm41Zr,Lauren Daigle,How Can It Be,Trust in You,66,211600,False,0.413,0.636,9,-5.651,1,0.0407,0.0186,0.0,0.106,0.203,176.048,4,alt-rock,0,1,1
985,2036,2036,14465,6jTZGXH1cOQM3jhh07ZE1y,Raffi,Singable Songs for the Very Young,Down By The Bay,61,128213,False,0.562,0.144,8,-13.751,1,0.0803,0.455,0.0,0.102,0.869,204.418,4,children,2,0,1
5137,9494,9494,98501,4HGIPyqDxSf863tPOwXiLJ,Samuel E. Wright;Disney,The Little Mermaid Special Edition,Kiss the Girl,57,163400,False,0.667,0.239,0,-15.923,1,0.0481,0.686,0.0,0.104,0.721,134.857,4,show-tunes,2,0,2
3639,6754,6754,64359,5oVTYjZ1h5xNMz2zYwsbjm,Dean Martin,Rock Christmas 2022 - The Very Best Of,"Baby, It's Cold Outside",0,143733,False,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,jazz,1,0,1
4222,7777,7777,82294,65kSCCFGF57JuPKAxyMlKT,Weezer,Die Eiskönigin 2 (Deutscher Original Film-Soundtrack/Deluxe Edition),Lost in the Woods - Weezer Version,26,182906,False,0.326,0.605,8,-5.744,1,0.0248,0.198,0.0,0.0991,0.341,151.345,4,power-pop,1,1,0
401,583,583,3228,2Lkn3Of9JHY6RSA8c3omKT,3 Doors Down,Обратно в клас - rock,Here Without You,0,238560,False,0.556,0.545,10,-6.768,0,0.0255,0.0635,0.0,0.124,0.193,143.991,4,alternative,0,1,1
4556,8441,8441,86192,6TeJ52WYcJT92bO95BY17u,Siouxsie and the Banshees,Halloween Scary Party,Halloween,0,221466,False,0.223,0.91,7,-7.097,1,0.08,0.0116,0.000518,0.212,0.364,171.75,4,punk,1,2,0
3190,6037,6037,53587,4VnsZmAkvBEX5BWxMAWBBG,Nathan Dawe;Ella Henderson,WORKOUT MOTIVATION,21 Reasons,0,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house,2,2,1
1383,2746,2746,20436,389GFtpjhmv2HxiEyWH3FE,Tiësto;Ava Max,Trending Pop,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,dance,1,2,2
4004,7283,7283,73350,0LJcP6ApERw0OvosstOdZm,Modeselektor;Tommy Cash,Who Else,Who,49,281143,False,0.758,0.746,7,-11.39,1,0.0639,0.0997,0.0613,0.151,0.212,142.994,4,minimal-techno,0,2,2
58,113,113,65,3e5yu9MkIvQx17mm7LF6KY,Canyon City,Midnight Waves,Alone with You,58,186584,False,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,4,acoustic,0,0,1
4421,8158,8158,84096,4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,psych-rock,2,2,1
2379,4378,4378,42652,2mgMvzLrnzvh9AwFhOxtvE,Cattle Decapitation,The Anthropocene Extinction,The Prophets of Loss,36,247186,False,0.284,0.978,11,-3.395,1,0.0951,5.08e-06,0.894,0.489,0.149,116.297,4,grindcore,0,2,0
986,2037,2037,14357,2cKWZV0iHkZc5RzxpwszAM,CoComelon,"CoComelon Kids Hits, Vol. 3",Yes Yes Bedtime Song,52,225325,False,0.921,0.23,7,-10.706,1,0.0441,0.715,0.0,0.0755,0.903,100.002,4,children,2,0,2
1491,2878,2878,20125,1jAVN7pbj6QvSxxxZzb8NT,Bruno Mars;Anderson .Paak;Silk Sonic,20s Love Songs,Leave the Door Open,2,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,dance,2,1,1
562,1001,1001,7439,0cio0Kd5AI7FwdIFDEBRRN,The Devil Makes Three,Redemption & Ruin,There'll Be A Jubilee,25,175284,False,0.753,0.527,7,-9.455,1,0.0496,0.607,5.95e-05,0.15,0.862,111.685,4,bluegrass,2,1,2
3651,6795,6795,64388,19ZqkmnTTcFYyjWTtiuJiK,Dean Martin,All I Want For Christmas Is You,Rudolph The Red-Nosed Reindeer,0,135760,False,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,jazz,2,0,1
2744,5119,5119,47055,7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,79,356066,True,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,4,hard-rock,1,2,1
2890,5331,5331,48717,3HKcA3RHjWhKOKG37thGZZ,Promo,Last Men Standing,I Come Correct,29,353733,False,0.689,0.931,11,-4.467,1,0.144,0.0114,0.589,0.0753,0.145,147.852,4,hardcore,0,2,2
5519,10162,10162,103199,4yRrGbIaauTm2yxfq1Wi98,Aretha Franklin,Thanksgiving Party,The House That Jack Built,0,139920,False,0.521,0.893,1,-4.168,1,0.0962,0.281,0.0,0.283,0.962,184.273,4,soul,2,2,1
5475,10100,10100,103382,5iZHiszTI7pLs8n1QgHdCL,The Jackson 5,pov: you ride on santa's sleigh,Santa Claus Is Coming To Town,0,144080,False,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,soul,2,2,2
2045,3772,3772,34767,0ZNYGrmcehorhh9JOeg5Iv,José González,Stay Alive (From The Secret Life Of Walter Mitty),Stay Alive,67,266906,False,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984,4,folk,0,0,2
3316,6209,6209,57250,6FYfhKknpt05Om6YPcEYAg,girl in red,we fell in love in october / forget her,we fell in love in october,80,184153,False,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4,indie,0,1,1
2758,5137,5137,47361,1ogRu1dOUgHvel8To8oQbe,Dorothy,ROCKISDEAD,Wicked Ones,60,172516,False,0.587,0.635,5,-5.47,1,0.0377,0.0353,0.0,0.331,0.591,96.519,4,hard-rock,1,1,1
1252,2567,2567,19904,6foY66mWZN0pSRjZ408c00,Morgan Wallen,If I Know Me,Whiskey Glasses,81,234346,False,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4,country,2,2,1
1925,3602,3602,33039,7MVrLce4MZMiGrm6ehdGSt,Paramore,All Out Alternative,Misery Business,0,211520,False,0.513,0.906,1,-3.673,1,0.0737,0.00272,8.42e-06,0.113,0.73,173.0,4,emo,2,2,1
5756,10589,10589,113319,2aVWXW3JC6MHK5TzwrezIZ,Chris Tomlin,Never Lose Sight (Deluxe Edition),Come Thou Fount (I Will Sing),45,299786,False,0.436,0.408,2,-7.913,1,0.0282,0.236,0.0,0.107,0.281,135.832,3,world-music,0,1,1
5127,9480,9480,98005,0RoA7ObU6phWpqhlC9zH4Z,Ziv Zaifman;Hugh Jackman;Michelle Williams,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,74,269453,False,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,3,show-tunes,0,0,0
1768,3380,3380,30235,5jyPgh9K0YlyhlVGQzFsbO,Robin Schulz;David Guetta,House Anthems,On Repeat,5,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,edm,0,2,1
1906,3574,3574,30220,5icOoE6VgqFKohjWWNp0Ac,Marshmello;CHVRCHES,Here With Me,Here With Me,75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,edm,0,1,2
5139,9497,9497,98428,5pK0PVG8WYWDuVucAjV50t,Michael Cerveris,Fun Home (A New Broadway Musical),Edges of the World,25,202760,False,0.326,0.312,1,-12.687,1,0.0644,0.793,0.0,0.275,0.219,168.722,4,show-tunes,0,0,0
3346,6249,6249,57145,77u3cpprulNjIUYkjYwlhU,Ellie Goulding,Del gusto de mamá,Starry Eyed,4,176933,False,0.51,0.816,5,-5.331,0,0.0352,0.13,8.66e-06,0.224,0.588,149.929,4,indie,1,2,1
5027,9321,9321,94603,32FMAbZAzs3D70UuvnN6y4,Aries,CONVERSATIONS,CONVERSATIONS,56,164174,False,0.674,0.721,7,-6.489,1,0.0293,0.13,9.57e-05,0.0464,0.757,132.053,4,sad,2,2,2
979,2006,2006,14829,428qPwbEv8ZhwJmf3HFE6G,Twinkle Twinkle Little Rock Star,Lullaby Versions of HAIM,Don't Save Me,29,336923,False,0.744,0.0352,7,-29.973,1,0.0658,0.99,0.953,0.106,0.203,130.0,4,children,0,0,2
1711,3225,3225,25239,07MWiIIYt8uYSm7zkcHyyn,Captain & Tennille,Best 70s Rock Tunes,Do That To Me One More Time,13,256665,False,0.728,0.524,7,-8.227,1,0.0255,0.565,0.000131,0.0913,0.511,90.262,4,disco,1,1,2
5864,10757,10757,113594,3qPHL64oFScNfkqqiuCIGO,Phil Wickham,Hymn Of Heaven (Acoustic Sessions),It's Always Been You - Acoustic,37,240396,False,0.518,0.183,4,-14.355,1,0.0328,0.907,0.0,0.112,0.308,143.62,4,world-music,0,0,1
5341,9911,9911,102714,3mmOZNLF9RwO85BD37j4A1,Fleurie,Say It's Over,Say It's Over,24,215520,False,0.548,0.784,2,-6.542,1,0.0267,0.00558,0.00302,0.123,0.331,97.018,4,songwriter,1,2,1
3013,5592,5592,51453,3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,82,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,hip-hop,0,1,1
5212,9609,9609,99989,4gvea7UlDkAvsJBPZAd4oB,Don Henley,Building The Perfect Beast,The Boys Of Summer,77,288733,False,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4,singer-songwriter,2,1,1
2612,4817,4817,44783,20iv6eIFgXokinSmgAkVxS,Alter Bridge,One Day Remains,Down To My Last,43,286466,False,0.326,0.871,8,-3.626,1,0.0552,0.000111,0.0,0.281,0.39,150.172,4,grunge,1,2,0
3449,6385,6385,56007,5p7ujcrUXASCNwRaWNHR1C,Halsey,Without Me,Without Me,78,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,indie-pop,1,1,2
2147,3928,3928,37717,1TmBaKkDUu0akM9xzSxRia,Red Hot Chili Peppers,Return of the Dream Canteen,Bag of Grins,62,306434,False,0.486,0.812,0,-6.244,1,0.0553,0.0106,0.0116,0.201,0.303,112.648,4,funk,0,2,1
4427,8171,8171,84543,5KsFfEXWbddaODkBr4Er3D,Eric Burdon,Apex - The Complete Fantasy Playlist,We Gotta Get Out Of This Place,0,208693,False,0.585,0.633,7,-8.007,1,0.0338,0.521,0.0,0.101,0.781,135.111,4,psych-rock,2,1,1
1813,3443,3443,30767,5YPMEOJ58kfl56VHxTgwx3,David Guetta,Nothing but the Beat (Ultimate Edition),Play Hard (feat. Ne-Yo & Akon),70,201000,False,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,4,edm,2,2,2
1122,2299,2299,17621,6IIhORHe099lyJlQEc30hM,Irving Force,Corporate Killer,Corporate Killer,44,284454,False,0.589,0.719,7,-8.746,0,0.0549,0.000578,0.115,0.104,0.327,110.002,4,club,0,2,1
4976,9247,9247,94072,3UkPmK7Sk0wuLXzVnQihva,Promoting Sounds;Rxseboy;SadBoyProlific,Memory,Memory,66,134608,True,0.748,0.694,1,-7.616,1,0.0861,0.0616,0.000167,0.331,0.197,115.044,4,sad,0,2,2
5707,10521,10521,107155,4GNilkZKILsug3l5pdLoxo,Yazoo,Upstairs at Eric’s,Only You,26,194173,False,0.752,0.307,9,-17.063,1,0.0398,0.332,0.000135,0.0829,0.854,106.158,4,synth-pop,2,0,2
