,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lyrics,valence_bin,energy_bin,danceability_bin
8434,8434,86708,7ridH3hy4aXG6Kn1XomKrO,Holding Absence,The Greatest Mistake of My Life,Afterlife,66,226546,False,0.475,0.963,5,-2.651,0,0.0601,0.0016,0.0,0.344,0.355,134.013,4,punk,"8 ContributorsAfterlife Lyrics[Chorus]
I know I'm out of sight
But am I out of mind?
And when I close my eyes
I dream I'll see you in the afterlife

[Verse 1]
I'll pull those arrows from out of your back
One at a time
I know this bridge we built won't last
But it'll hold for at least a while
Even when the life leaves your bones
Your soul will follow me wherever I go
It's in the way I feel your fire even when I sleep at night
I stay inside the glow

[Chorus]
I know I'm out of sight
But am I out of mind?
And when I close my eyes
I dream I'll see you in the afterlife
I know I'm out of sight
But am I out of mind?
And when I close my eyes
I dream I'll see you in the afterlife
See Holding Absence LiveGet tickets as low as $43You might also like[Verse 2]
I'll pull those arrows from out of your back
Time and time again
We know that nothing good can last
But what'll happen when we reach the end?
I'll never let you run out of time
You'll live forever in the back of my mind
It's in the way I feel your fire even when I close my eyes
You're always there to guide me home

[Chorus]
I know I'm out of sight
But am I out of mind?
And when I close my eyes
I dream I'll see you in the afterlife
I lost a vital part of me
I lost a vital part of me
And now there's nothing left
I dream I'll see you in the afterlife

[Bridge]
I dream I'll see you in the
I dream I'll see you in the
I dream I'll see you in the
I dream I'll see you in the
I lost a vital part of me
(I dream I'll see you in the)
Lost a vital part of me
(I dream I'll see you in the)
Lost a vital part of me
(I dream I'll see you in the)
Lost a vital part of me
(I dream I'll see you in the)
[Chorus]
I know I'm out of sight
But am I out of mind?
And when I close my eyes
I dream I'll see you in the afterlife
Lost a vital part of me
Lost a vital part of me
Now there's nothing left
I dream I'll see you in the afterlife1Embed",1,2,1
8882,8882,91169,2uGos1lTJU2Qd6UpPyRJSP,blink-182,Обратно в клас - rock,I Miss You,4,227813,False,0.652,0.766,11,-6.481,1,0.0345,0.000761,6.34e-06,0.0739,0.641,110.011,4,rock,"138 ContributorsTranslationsPortuguêsI Miss You Lyrics[Intro: Mark Hoppus]
I miss you, I miss you

[Verse 1: Mark Hoppus]
Hello, there
The angel from my nightmare
The shadow in the background of the morgue
The unsuspecting victim
Of darkness in the valley
We can live like Jack and Sally if we want
Where you can always find me
And we'll have Halloween on Christmas
And in the night, we'll wish this never ends
We'll wish this never ends

[Interlude: Mark Hoppus]
I miss you, I miss you
I miss you, I miss you

[Verse 2: Tom DeLonge]
Where are you? And I'm so sorry
I cannot sleep, I cannot dream tonight
I need somebody and always
This sick, strange darkness
Comes creeping on, so haunting every time
And as I stare, I counted
The webs from all the spiders
Catching things and eating their insides
Like indecision to call you
And hear your voice of treason
Will you come home and stop this pain tonight?
Stop this pain tonight
You might also like[Chorus: Tom DeLonge & Mark Hoppus]
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)

[Instrumental Break]

[Chorus: Tom DeLonge & Mark Hoppus]
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)
Don't waste your time on me, you're already
The voice inside my head (I miss you, I miss you)

[Outro: Mark Hoppus]
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you191Embed",1,2,1
300,300,2307,3TgMcrV32NUKjEG2ujn9eh,The 1975,A Brief Inquiry Into Online Relationships,It's Not Living (If It's Not With You),73,248335,False,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,4,alt-rock,"135 ContributorsTranslationsEspañolPortuguêsIt’s Not Living (If It’s Not With You) Lyrics[Verse 1]
Danny ran into some complications
He falls asleep during conversations
He's gotta search the street when he's on vacation
The worst thing is that I'm in the same situation

[Chorus]
And all I do is sit and think about you
If I knew what you'd do
Collapse my veins, wearing beautiful shoes
It's not living if it's not with you

[Verse 2]
And Danny says we're living in a simulation
But he works in a petrol station (Selling petrol)
He says it all began with his operation
And I know you think you're sly, but you need some imagination

[Chorus]
And all I do is sit and think about you
If I knew what you'd do
Collapse my veins, wearing beautiful shoes
It's not living if it's not with you
All I do is sit and drink without you
If I choose, then I lose
Distract my brain from the terrible news
It's not living if it's not with you
You might also like[Bridge]
I can't stop sweating or control my feet
Got a twenty-stone monkey that I just can't beat
I can stage a situation, but I just can't eat
And there's a feeling, you're replacing embrace

[Chorus]
It's true that all I do is sit and think about you
If I knew what you'd do
Collapse my veins, wearing beautiful shoes
It's not living if it's not with you
All I do is sit and drink without you
If I choose, then I lose
Distract my brain from the terrible news
It's not living if it's not with you

[Outro]
Oh, and Johnny got a job in a bank, I think
And he spent the time trying to pack in the drinks for me
I feel sick and I know that I'll lose, but
It's not living if it's not with you
(It's not, it's not)
It's not living if it's not with you
(It's not, it's not)
(It's not, it's not)
It's not living if it's not with you
(It's not living if it's not with you)
(It's not, it's not)
(It's not, it's not)
(It's not, it's not)
(It's not living if it's not with you)95Embed",1,2,1
6064,6064,53079,2i4rLDS0cR77blmqqPybve,Marshmello;Jonas Brothers,Autumn Vibes 2022,Leave Before You Love Me,0,154983,False,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,4,house,"54 ContributorsTranslationsEspañolLeave Before You Love Me Lyrics[Verse 1: Nick Jonas]
I see you calling
I didn't wanna leave you like that
It's five in the morning, yeah, yeah
A hundred on the dash
'Cause my wheels are rolling
Ain't taking my foot off the gas
And it only took the one night
To see the end of the line
Staring deep in your eyes, eyes

[Pre-Chorus: Nick Jonas & Joe Jonas]
Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

[Chorus: Nick Jonas & Joe Jonas]
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me

[Verse 2: Joe Jonas & Nick Jonas]
I'm so good at knowing
Of when to leave the party behind
Don't care if they notice, yeah, yeah, no
I'll just catch a ride, I'd rather be lonely, yeah
Than wrapped around your body too tight
Yeah, I'm the type to get naked
Won't give my heart up for breaking
'Cause I'm too gone to be staying, staying (Dancing on)
You might also like[Pre-Chorus: Nick Jonas & Joe Jonas]
Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

[Chorus: Nick Jonas & Joe Jonas]
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me

[Outro: Nick Jonas & Joe Jonas]
Dancing on the edge, take it too far
Messing with my head, how I mess with your heart
I'm sorry, alone in the dark
I'm sorry, ayy, ayy, leave before you love me10Embed",1,2,2
3481,3481,30344,3ksIpMf8hNYWAyTiMZJ6Xb,MEDUZA;Goodboys,Beginner Ride (Mixtape Vol. 1),Piece Of Your Heart,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,edm,"37 ContributorsPiece of Your Heart Lyrics[Verse]
Show me a piece of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down
Show me a piece of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down, down

[Break]
What? Sorry, just quickly
What if it's da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down

[Chorus]
Uh, da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da
Uh, da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down
You might also like[Post-Chorus]
Show me a piece of you, show me the heart in you
I'll be what you want
And if it's physical, keep it subliminal
Show me what you want
Show me a piece of you, show me the heart in you
I'll be what you want
And if it's physical, keep it subliminal
Show me what you want

[Verse]
Show me a piece of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down, down

[Interlude]
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down

[Chorus]
Uh, da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da
Uh, da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down
[Post-Chorus]
Show me a piece of you, show me a part of you
I'll be what you want
And if it's physical, keep it subliminal
Show me what you want13Embed",1,2,2
772,772,5333,2G7L5FwZ8icw0YTDb94zvH,Rustage,Yellow Flash (Minato Rap),Yellow Flash (Minato Rap),41,156808,False,0.737,0.83,11,-4.767,0,0.349,0.485,0.0,0.0936,0.591,75.02,4,anime,"12 ContributorsYellow Flash (Minato Rap) Lyrics[Intro]
Flash, faster than lightning
Flash, master at fighting
Flash, impeccable timing
Flash, getting exciting
Flash, look at me striking
Flash, nothing surprising
Keep on trying when, you're rhyming with the Yellow

[Verse One]
Flash, yeah, Minato’s back
Kicking into battle when the beast attacks
I see the facts
I'll keep the track burning
Whatchu learning when I'm serving ninjas with a hurting, whack
Faster than A, what can you say
Wipe out Iwa, if you are in the way
Kunai in hand understand when I’m mad
Then I'm mad in manner of making you pay
Speeding through the village, like I'm at the speeding limit
When I'm in it then I'll finish, I'll be killing in a minute
You'll be feeling like an idiot, hitting nothing, are you kidding?
'Cause I’m faster now I’ve mastered body flicker, so I'm winning
Ayy, ’cause I be taking it higher
Ayy,  'cause I was trained by Jiraiya
Ayy, 'cause it's so easy to end them
Ayy, ’cause I invented rasengan
Ayy, 'cause I'm spitting hotter than habanero pepper better
Do it to the letter red hair, know I'm gonna wed her
Guess I got lucky
Now we're together, you're my Uzumaki
Back to the front lines, third ninja war
This a battle like nothing before
What's it all for, I would be glad to know
Making a better world for my son Naruto
You might also like[Chorus]
Flash, faster than lightning
Flash, master at fighting
Flash, impeccable timing
Flash, getting exciting
Flash, look at me striking
Flash, nothing surprising
Keep on trying when, you're rhyming with the Yellow
Flash
Faster than lighting, master with my fighting, uh
Flash
Impeccable timing, 'bout to get exciting, uh
Flash
Look at me striking, nothing is surprising, uh
Keep on trying when you're rhyming with the Yellow
Flash

[Verse Two]
This is how legends all are made
I am a legend incarnate
Trained the Sixth, birthed the Seventh
I was the Fourth Hokage
Students, I would help them in a heartbeat
Obito, Rin and training Kakashi
But it got ghastly
It is so hard when these tragedies pass me
I may have fast speed, but I'm no god
I just have courage, I'm not giving up
Giving me some credit, I'm indebted to the people
Who are stepping up repping Konoha
Giving all they got
Masked man, he'll attack my wife
I couldn't care less, if I end his life
This endless strife, living this lonely road
I would act different if I knew it was Obito, uh
Protect the village from a villain this is my tale
Out it's prison now my mission is the Nine-Tails
I will not fail
In this ordeal me and Kushina committing the Death Seal
One of many battles I fought through and now with this I won
So I'm passing everything to you
You are my only son
[Chorus]
Flash, faster than lightning
Flash, master at fighting
Flash, impeccable timing
Flash, getting exciting
Flash, look at me striking
Flash, nothing surprising
Keep on trying when, you're rhyming with the Yellow
Flash
Faster than lighting, master with my fighting, uh
Flash
Impeccable timing, 'bout to get exciting, uh
Flash
Look at me striking, nothing is surprising, uh
Keep on trying when you're rhyming with the Yellow
Flash2Embed",1,2,2
5952,5952,53445,0e3yTHRm6szezE58oTf81t,Clean Bandit;A7S,Baddest of Them All,Everything but You,0,198014,False,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,house,"14 ContributorsEverything But You Lyrics[Verse 1]
Oh, my heart needs some headspace
Every night try to escape
Got me calling for your name
Feel you touching

[Pre-Chorus]
You take me to a place only we know
Away from all the noise and the people
You take me to a place only we know
When I hear your voice
Say the word and we'll go

[Chorus]
'Cause darling when we pull close
I know we call pull through
I just wanna let go (Let go) of everything but you
'Cause nothing even matters
If it's me you're holding on to
I just wanna lеt go of everything but you
Everything but you

[Post-Chorus]
Evеrything but you

[Verse 2]
I'm so tired of the hollow
Show me signs I can follow
Baby, I go where you go
Don't you know that
You might also like[Pre-Chorus]
You take me to a place only we know
When I hear your voice
Say the word and we'll go

[Chorus]
'Cause darling when we pull close
I know we call pull through
I just wanna let go of everything but you
'Cause nothing even matters
If it's me you're holding on to
I just wanna let go of everything but you
Everything but you

[Bridge]
If I lose, if I'm losing myself tonight
I'll be fine if I'm finding me by your side
If I lose, if I'm losing myself it'll be alright

[Chorus]
'Cause darling when we pull close
I know we call pull through
I just wanna let go of everything but you
Everything but you
(Everything but you)
(Everything but you)
[Outro]
Everything but youEmbed",1,2,2
988,988,7986,4vWyfagrb0TMBLrdm0ppT9,Kitchen Dwellers,Wise River,Wise River,23,233613,False,0.671,0.74,2,-4.936,1,0.0261,0.558,3.01e-05,0.123,0.489,110.027,4,bluegrass,"2 ContributorsWise River Lyrics[Verse 1]
I am the shaker
You're my hammer in the frost
Don't you sing of rivers now
The ones I'll never cross
And if I sing along
Will that river make me wise?
Craft another melody
We'll holler at sunrise

[Chorus]
There's a buck-skin highway headed north
The choice is east or west
At that lonely river town
Where the bar-fly knows you best
I'll never know why we came to Wise River
Where the snow can fall like cannonballs
That lonesome wind blows bitter

[Verse 2]
Now if you're weary
Well, they don't mind you passin' through
Those seats are for the cowboys though
They ain't for me or you
It was the wrath of a man
Near one hundered years ago
Can't you hear the ghost of miners wail
In the hell they dug below?
You might also like[Chorus]
Now one thing marks for reason
And another's on my mind
That one thing lasts forever
And that's the darkness in their eyes
I'll never know why we came to Wise River
Where the snow can fall like cannonballs
That lonesome wind blows bitter

[Bridge]
Somethin' colder is growin' me older than she
She could share this, an heiress of copper and wheat
And if they forgive the folly in their fields
They may find her there asleep

[Verse 3]
Oh, well, they lost it all
One shot at fortune's fame
Only the river's left for diggin', boys
And they'll fly to jump your claim
It ain't the storms that blow
That'll make you dread the road
It's the distance that grows heavy now
Beneath the weight of snow

[Chorus]
I'll always know why we came to Wise River
Where the snow can fall like cannonballs
That lonesome wind blows bitter
I'll always know why we came to Wise River
Where the snow can fall like cannonballs
And that lonesome wind blows bitter
Where the snow can fall like cannonballs
That lonesome wind blows bitterEmbed",1,2,2
1256,1256,8425,1QAH5HMnoDt76yBNpLUsHo,Sam Tinnesz,Warplanes,Bloodshot,59,200061,False,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,4,blues,"4 ContributorsBloodshot Lyrics[Verse 1]
Focus on my insides
Doctor says I'm alright
Gotta keep it locked tight
If I'm gonna survive
Don't know what to tell you
Suffer through the volume
Maybe I'm a fool but
I can't wrap my mind around why

[Pre-Chorus]
I take all of the fear in waves
Suffocating in cellophane
Somebody put me away
Put me away before I break

[Chorus]
I'll take another hit to the backbone
I'm picking up the heat like an atom bomb
No time on the clock, it's a bloodshot
Three, two, one
You got me bloodshot
I'll take another hit to the backbone
I'm picking up the heat like an atom bomb
No time on the clock, it's a bloodshot
Three, two, one
You got me bloodshot
You might also like[Verse 2]
Maybe I'm a good guy
Standing on the wrong side
Maybe I'm a sweetheart
Tryna make my own scars
Don't know what it looks like
Just know what it feels like
Scared to let it outside
Scared of what I just might find

[Pre-Chorus]
I take all of my fear in waves
Suffocating in cellophane
Somebody put me away
Put me away before I break

[Chorus]
I'll take another hit to the backbone
I'm picking up the heat like an atom bomb
No time on the clock, it's a bloodshot
Three, two, one
You got me bloodshot
I'll take another hit to the backbone
I'm picking up the heat like an atom bomb
No time on the clock, it's a bloodshot
Three, two, one
You got me bloodshot
[Bridge]
You're breaking me, breaking me down
I'll let it all out
Oh, you're breaking me, breaking me down
I'll let it all out
You got me bloodshot
You got me bloodshot

[Chorus]
I'll take another hit to the backbone
I'm picking up the heat like an atom bomb
No time on the clock, it's a bloodshot
Three, two, one
You got me bloodshot
I'll take another hit to the backbone
I'm picking up the heat like an atom bomb
No time on the clock, it's a bloodshot
Three, two, one
You got me bloodshot1Embed",1,2,2
8817,8817,91357,5Hroj5K7vLpIG4FNCRIjbP,American Authors,"Oh, What A Life",Best Day Of My Life,79,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,rock,"69 ContributorsBest Day of My Life Lyrics[Intro]
(Woo, oh-oh, oh-oh, oh)

[Verse 1]
I had a dream so big and loud
I jumped so high, I touched the clouds
Woah-oh-oh-oh-oh, oh, oh (Woah-oh-oh-oh-oh, oh, oh)
I stretched my hands out to the sky
We danced with monsters through the night
Woah-oh-oh-oh-oh, oh, oh (Woah-oh-oh-oh-oh, oh, oh)

[Pre-Chorus]
I'm never gonna look back, woah
I'm never gonna give it up, no
Please don't wake me now
(Two, three, four)

[Chorus]
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife

[Post-Chorus]
(Woo, oh-oh, oh-oh, oh)
(Woo, oh-oh, oh-oh, oh)
You might also like[Verse 2]
I howled at the moon with friends
And then the sun came crashing in
Woah-oh-oh-oh-oh, oh, oh (Woah-oh-oh-oh-oh, oh, oh)
But all the possibilities
No limits, just epiphanies
Woah-oh-oh-oh-oh, oh, oh (Woah-oh-oh-oh-oh, oh, oh)

[Pre-Chorus]
I'm never gonna look back, woah
I'm never gonna give it up, no
Just don't wake me now

[Chorus]
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife

[Post-Chorus]
(Woo, oh-oh, oh-oh, oh)
(Woo, oh-oh, oh-oh, oh)

[Bridge]
I hear it calling outside my window
I feel it in my soul (Soul)
The stars were burning so bright
The sun was out 'til midnight
I say we lose control (Control)
[Interlude]
(Woo, oh-oh, oh-oh, oh)

[Chorus]
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife

[Outro]
(Woo, oh-oh, oh-oh, oh) This is gonna be, this is gonna be, this is gonna be
The best day of my life (Woo, oh-oh, oh-oh, oh)
Everything is lookin' up, everybody up now
(Woo, oh-oh, oh-oh, oh) This is gonna be the best day of my life
(Woo, oh-oh, oh-oh, oh) My li-i-i-i-i-i-ife73Embed",1,2,2
4626,4626,43514,6GZtfAjLec9oWty0Js8ksO,Costa Mee,Around This World,Around This World,33,300000,False,0.742,0.688,9,-5.123,0,0.0389,0.0132,0.636,0.0668,0.479,112.013,4,groove,"11 ContributorsBack Seat (Freestyle) Lyrics[Produced by Hit-Boy]

[Intro - Los]
I think it’s safe to say, that I’m officially back
Like Martin I’m a king
I just don’t sleep enough to dream
Oh yeah, Bad Boy is the team
Let me talk to ‘em

[Hook - Los]
Piss me off, I’ll kill this world in one hour
Give your girl back shots, leave her smellin’ like gunpowder
She sip that lean, get high as the Eiffel Tower
Then salute my dick, call it General Eisenhower
Man, A-Ks all in that pussy
Glocks inside that punanai
Leave the window open and the fuckin’ door cracked
Nigga come and find me

[Verse 1 - Los]
Climbin’ in it, like I’m findin’ diamonds in it
Divin’ in it, like I’m Dennis Rodman in it
Flew that that pussy to me now my private flyin’ private in it
Shot it in her eye
Horry Robert in it
Fuck your story
I will end it if I’m offended
You gon’ make me take your spot
Make me take your block then knock it off
They’ll take your block and block it off
Then tape the block, cops get called
If haters plot to block it all
If I’m involved, I’m riding off
Like I just threw a Molotov
Smile and drive a mile and toss
Slidin’ off through the jects
Cruise and flex in that new thing
That cost me a little pocket money
Like losing bets at a pool game
Cool change, not 2 Chainz
Just two chains at one time
I do things, like take loose change
And cop two chains at one time
I lose chains, take loose change
And cop two chains for every lost chain
No plaque, good smile, floss game
Fuck around and
You might also like[Hook - Los]
Piss me off, I’ll kill this world in one hour
Give your girl back shots, leave her smellin’ like gunpowder
She sip that lean, get high as the Eiffel Tower
Then salute my dick, call it General Eisenhower
Man, A-Ks all in that pussy
Glocks inside that punanai
Leave the window open and the fuckin’ door cracked
Nigga come and find me

[Verse 2 - Los]
Somebody told me a nobody told him something about me
Bout something about me, but nobody know nothing about me
That’s something about me you should know
To use a flow such as mine
You’s a pro, losers know
But I don’t know you losers though
Battle me you’ll lose your dough
You’ll have to use tubes through your nose
And count the views from your YouTube to blow
Blow a dick and pick a flower
Nigga I provide the rest
Suicidal pilot swag
Yeah I think I’m fly to death
Silence best describes what I do to all these rap niggas
If you wack niggas
[Hook - Los]
Piss me off, I’ll kill this world in one hour
Give your girl back shots, leave her smellin’ like gunpowder
She sip that lean, get high as the Eiffel Tower
Then salute my dick, call it General Eisenhower
Man, A-Ks all in that pussy
Glocks inside that punanai
Leave the window open and the fuckin’ door cracked
Nigga come and find me

[Verse 3 - Los]
Piss me off, I’ll kill this world in one hour
Give your girl back shots and shoot em back to you in an hour
Move forward from the bullshit
Gotta take a ride in a hearse
‘Cause settin’ clocks back the only way I was reversed
When I say I was reversed
You thinkin’ I was in time
I’m thinkin’ hours is
Everything that’s ours is fine
Man, them hours was flyin’
Man I was just fine
Damn, you soft as collagen
All you cowards is dyin’
Man, acknowledge this
Hoes giving me knowledge is fine
I’m talking knowledge like they really got college in mind
I drop knowledge like my mind got a college in mind
And I’mma school you, I already got a college in mind
Nigga polish your grind
When your grind polished you shine
This is large quantities of high quality grind
It’s all policy
These niggas be robbin’ me blind
They love to copy me
Like they ain’t see the piracy signs
Man, you gotta rewind
I’m on my bold shit, Devo
Welcome niggas back to my old shit
Zero … point two, haha1Embed",1,2,2
5212,5212,47852,0D5oADYCG5QbPKk3QEOP1F,The Prodigy;RZA;René LaVice,Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],45,149233,False,0.661,0.954,5,-1.866,0,0.128,0.0519,0.000667,0.22,0.332,141.911,4,hard-rock,"9 ContributorsBreathe (Liam H & Rene Lavice Re-Amp) Lyrics[Intro: RZA]
Check, check, check, check
(Yeah)

[Verse 1: RZA]
Set the time for the battleground
Guided missiles will hunt you down
Drones surround your homes
Don't breathe, you're not safe underground
Political landscape shape has been polarized
Now it's time to reveal the zeal
Everybody breathe, get mobilized
Radiation beams out your screens
It's like a poltergeist
Trying to buy the American dream
But it's overpriced
5 bill deal for thе fighter jets
Bein' shippеd to the Middle East
It'll cost 10 billion more dollars for neighbors to feel safe to breathe

[Chorus: Maxim & RZA]
(Breathe)
Breathe with me
Sometimes you got to stop and breathe (Breathe)
Breathe with me
Come breathe with me
Sometimes you got to stop—
You might also like[Verse 2: RZA]
He pulls on a cigar
He pulls on the strings of his guitar
She pulls on his pants, bam, he pulls on her bra
Breathe, (Uh uh) if you believe
Everything under the sun, it was born to be free
The shadow is bound to the tree
And cannot leave with the traveler
The battle is fought on the daily basis
The sturdy man replaced the straggler
As long as there is a breath of life, there's always hope
Defeat the strife, don't let go that rope

[Chorus: Maxim & RZA]
(Breathe)
Breathe with me
Sometimes you got to stop and breathe (Breathe)
Breathe with me
Come breathe with me
Sometimes you got to stop and breathe
Come breathe with me2Embed",1,2,2
3232,3232,25935,21RW0z33bvG2K9y3Nfu867,Barry White,All-Time Greatest Hits,"Can't Get Enough Of Your Love, Babe",30,235400,False,0.74,0.75,5,-8.644,1,0.0581,0.565,0.0308,0.321,0.592,110.205,4,disco,"22 ContributorsCan’t Get Enough of Your Love, Babe Lyrics[Spoken Intro]
I've heard people say that
Too much of anything is not good for you, baby
But
I don't know about that
As many times as we've loved and
We've shared love and made love, it's (Well, well)
It doesn't seem to me like it's enough (Ahh, yeah yeah)
There's just not enough of it
There's just not enough

[Intro]
Oh oh, babe
Oh babe

[Chorus]
My darling, I
Can't get enough of your love, babe
Girl, I don't know, I don't know why
Can't get enough of your love, babe

[Verse 1]
Oh, some things I can't get used to
No matter how I try
It's like the more you give, the more I want
And baby, that's no lie
Oh no, babe
Tell me
What can I say?
What am I gonna do?
How should I feel when everything is you?
What kind of love is this that you're givin' me?
Is it in your kiss or just because you're sweet?
You might also like[Pre-Chorus]
Girl, all I know
Is every time you're here
I feel the change, huh
Somethin' moves
I scream your name
Look what you got me doin'

[Chorus]
Darling, I
Can't get enough of your love, babe
Girl, I don't know, I don't know, I don't know why
I can't get enough of your love, babe
Oh no, babe

[Verse 2]
Girl, if I could only make you see
And make you understand
Girl, your love for me is all I need
And more than I can stand
Oh well, babe
How can I explain all the things I feel?
You've given me so much
Girl, you're so unreal, still
I keep loving you
More and more each time
Girl, what am I gonna do
Because you're blowin' my mind
[Pre-Chorus]
I get the same old feelin'
Every time you're here
I feel the change
Somethin' moves
I scream your name
Look what you got me doin'

[Chorus]
Darling, I
Can't get enough of your love, babe
Oh no, babe

[Interlude]
Baby, it didn't take
All of my life to find you
But you can believe it's gonna take the rest of my life
To keep you
Ohh, ohh babe
Ehhhhhhhhhh

[Chorus]
My darling, I
Can't get enough of your love, babe
Girl, I don't know, I don't know, I don't know why
Can't get enough of your love, babe
[Outro]
Oh my darling, I
Can't get enough of your love, babe
Oh, babe
Girl, I don't know, I don't know why
I can't get enough of your love, babe
Whuuuuuuuuuuuu
Darling, I
Can't get enough of your love, babe2Embed",1,2,2
